orthogroup_id	no_sequences	no_species	avg_seq_length	representative_seqid	representative_seqid_length	num_representative_hits	is_best_representative_seq	best_strata	best_strata_taxa	best_strata_total_species	best_strata_species_in_OG	best_strata_species_in_OG_proportion_total	non-strata_taxa_in_analysis	non-strata_taxa_expectedHDF_false	non-strata_taxa_expectedHDF_ambiguous	non-strata_taxa_expectedHDF_true	non-strata_taxa_expectedHDF_false_proportion	non-strata_taxa_expectedHDF_ambiguous_proportion	non-strata_taxa_expectedHDF_true_proportion	strata_nonOG_taxa_in_analysis	strata_nonOG_taxa_expectedHDF_false	strata_nonOG_taxa_expectedHDF_ambiguous	strata_nonOG_taxa_expectedHDF_true	strata_nonOG_taxa_expectedHDF_false_proportion	strata_nonOG_taxa_expectedHDF_ambiguous_proportion	strata_nonOG_taxa_expectedHDF_true_proportion	designation
OG0003793	183	101	192.83	Haliclystus_sanjuanensis_SJUSv1___HAHB01026046.1.p1	207	110	yes	clade	Opisthokonta	129	101	78.2900	0	0	0	0	NA	NA	NA	19	15	4	0	78.9474	21.0526	0	Light-Shared
OG0003893	180	101	429.00	Porites_rus_NAIDv1___20310_t	980	158	yes	clade1	Eumetazoa	123	101	82.1100	6	0	0	6	0	0	100	13	5	2	6	38.4615	15.3846	46.1538	Light-Shared
OG0003993	178	107	267.03	Scolanthus_callimorphus_CRFRv1___16917.1	319	178	yes	kingdom	Metazoa	127	107	84.2500	2	2	0	0	100	0	0	11	11	0	0	100	0	0	Light-Shared
OG0004093	175	44	320.15	Orbicella_faveolata_NAPAv1___XP_020621766.1	458	171	yes	subclass	Hexacorallia	73	44	60.2700	50	0	25	25	0	50	50	26	26	0	0	100	0	0	Light-Shared
OG0004193	173	114	528.08	Haliclystus_auricula_NANAv1___HAHA01004075.1.p1	264	167	yes	clade	Opisthokonta	129	114	88.3700	0	0	0	0	NA	NA	NA	6	4	2	0	66.6667	33.3333	0	Light-Shared
OG0004293	171	110	263.92	Montipora_aequituberculata_NANAv1___comp134103_c0_seq1	83	167	yes	clade	Opisthokonta	129	110	85.2700	0	0	0	0	NA	NA	NA	10	10	0	0	100	0	0	Light-Shared
OG0004393	169	111	387.62	Lucernaria_quadricornis_AIUSv1___HAHD01036863.1.p1	498	168	yes	clade	Opisthokonta	129	111	86.0400	0	0	0	0	NA	NA	NA	9	9	0	0	100	0	0	Light-Shared
OG0004493	167	113	282.84	Porpita_porpita_YOJPv1___GHBA01014568.1.p1	142	167	yes	clade	Opisthokonta	129	113	87.5900	0	0	0	0	NA	NA	NA	7	5	2	0	71.4286	28.5714	0	Light-Shared
OG0004593	165	114	340.47	Acropora_hyacinthus_SLJPv1___s0131.g61.t2	507	160	yes	clade	Opisthokonta	129	114	88.3700	0	0	0	0	NA	NA	NA	6	6	0	0	100	0	0	Light-Shared
OG0004793	162	113	502.67	Trichoplax_adhaerens_RSSAv1___e_gw1.1.81.1	678	162	yes	clade	Opisthokonta	129	113	87.5900	0	0	0	0	NA	NA	NA	7	7	0	0	100	0	0	Light-Shared
OG0004893	160	112	302.29	Galaxea_fascicularis_REEFv1___m1.3060.m1	428	160	yes	clade	Opisthokonta	129	112	86.8200	0	0	0	0	NA	NA	NA	8	8	0	0	100	0	0	Light-Shared
OG0004993	158	110	421.37	Porpita_porpita_YOJPv1___GHBA01054061.1.p1	537	156	yes	clade	Opisthokonta	129	110	85.2700	0	0	0	0	NA	NA	NA	10	10	0	0	100	0	0	Light-Shared
OG0005093	157	103	252.84	Velella_velella_OKJPv1___GHAZ01006396.1.p2	108	155	yes	kingdom	Metazoa	127	103	81.1000	2	0	2	0	0	100	0	15	2	11	2	13.3333	73.3333	13.3333	Light-Shared
OG0005193	155	100	852.45	Porites_evermanni_NAPFv1___00041123	1882	139	yes	kingdom	Metazoa	127	100	78.7400	2	0	2	0	0	100	0	18	14	4	0	77.7778	22.2222	0	Light-Shared
OG0005293	154	102	362.09	Platygyra_sinensis_SDTHv1___evm.model.contig_21193.3	564	142	yes	clade	Opisthokonta	129	102	79.0600	0	0	0	0	NA	NA	NA	18	16	2	0	88.8889	11.1111	0	Light-Shared
OG0005393	152	116	407.88	Scolanthus_callimorphus_CRFRv1___34836.1	157	146	yes	clade	Opisthokonta	129	116	89.9200	0	0	0	0	NA	NA	NA	4	3	1	0	75	25	0	Light-Shared
OG0005493	151	93	468.34	Velella_velella_OKJPv1___GHAZ01141019.1.p1	222	139	yes	clade1	Eumetazoa	123	93	75.6000	6	6	0	0	100	0	0	21	21	0	0	100	0	0	Light-Shared
OG0005593	149	105	268.84	Orbicella_faveolata_NAPAv1___XP_020628862.1	353	149	yes	clade	Opisthokonta	129	105	81.3900	0	0	0	0	NA	NA	NA	15	15	0	0	100	0	0	Light-Shared
OG0005693	147	103	389.12	Porites_lutea_OIAUv1.1___m8.27638.m1	661	143	yes	kingdom	Metazoa	127	103	81.1000	2	0	0	2	0	0	100	15	7	6	2	46.6667	40	13.3333	Light-Shared
OG0005793	146	97	426.70	Goniastrea_aspera_REEFv1___m3.10921.m1	2027	141	yes	clade	Opisthokonta	129	97	75.1900	0	0	0	0	NA	NA	NA	23	23	0	0	100	0	0	Light-Shared
OG0005893	144	112	292.56	Nematostella_vectensis_RRUSv1___NVEC200_006864_1.1	315	141	yes	clade	Opisthokonta	129	112	86.8200	0	0	0	0	NA	NA	NA	8	8	0	0	100	0	0	Light-Shared
OG0005993	143	109	359.48	Stylissa_carteri_RSSAv1___maker-SC_scaffold2788-snap-gene-0.5-mRNA-1	105	132	yes	kingdom	Metazoa	127	109	85.8200	2	0	2	0	0	100	0	9	4	5	0	44.4444	55.5556	0	Light-Shared
OG0006093	141	53	287.01	Acropora_cytherea_SLJPv1___s0043.g33.t1	232	117	yes	subclass	Hexacorallia	73	53	72.6000	50	0	1	49	0	2	98	17	14	3	0	82.3529	17.6471	0	Light-Shared
OG0006193	140	105	193.54	Tripedalia_cystophora_Conant1897_1897v1___GGWE01026068.1.p1	200	131	yes	kingdom	Metazoa	127	105	82.6700	2	2	0	0	100	0	0	13	11	2	0	84.6154	15.3846	0	Light-Shared
OG0006293	138	104	733.11	Galaxea_fascicularis_REEFv1___m1.15525.m1	887	131	yes	kingdom	Metazoa	127	104	81.8800	2	0	2	0	0	100	0	14	6	6	2	42.8571	42.8571	14.2857	Light-Shared
OG0006393	137	109	409.69	Physalia_physalis_OKJPv1___GHBB01014134.1.p1	264	131	yes	clade	Opisthokonta	129	109	84.4900	0	0	0	0	NA	NA	NA	11	3	6	2	27.2727	54.5455	18.1818	Light-Shared
OG0006493	135	91	245.12	Plexaura_homomalla_PRUSv1___TR17509_c0_g1_i1.p1	296	135	yes	clade	Opisthokonta	129	91	70.5400	0	0	0	0	NA	NA	NA	29	29	0	0	100	0	0	Light-Shared
OG0006593	134	105	685.04	Pachyseris_speciosa_OIAUv0.12___0.1.m1.22608.m1	1229	128	yes	kingdom	Metazoa	127	105	82.6700	2	2	0	0	100	0	0	13	11	2	0	84.6154	15.3846	0	Light-Shared
OG0006693	132	99	152.78	Porpita_porpita_YOJPv1___GHBA01017504.1.p1	186	118	yes	clade	Opisthokonta	129	99	76.7400	0	0	0	0	NA	NA	NA	21	18	3	0	85.7143	14.2857	0	Light-Shared
OG0006793	131	110	201.59	Pocillopora_meandrina_KBHIv1___RNAseq.g7372.t1	253	131	yes	clade	Opisthokonta	129	110	85.2700	0	0	0	0	NA	NA	NA	10	10	0	0	100	0	0	Light-Shared
OG0006893	129	100	169.73	Corallium_rubrum_MRFRv1___Contig_15249.p1	1637	129	yes	clade	Opisthokonta	129	100	77.5100	0	0	0	0	NA	NA	NA	20	14	5	1	70	25	5	Light-Shared
OG0006993	127	79	564.17	Pocillopora_verrucosa_RSSAv1___g2783.t2	1611	122	yes	clade	Opisthokonta	129	79	61.2400	0	0	0	0	NA	NA	NA	41	39	2	0	95.122	4.87805	0	Light-Shared
OG0007093	126	85	548.23	Goniastrea_aspera_REEFv1___m3.26031.m1	1577	123	yes	kingdom	Metazoa	127	85	66.9200	2	2	0	0	100	0	0	33	33	0	0	100	0	0	Light-Shared
OG0007193	124	69	441.48	Stylophora_pistillata_GAJOv1___7699	699	118	yes	kingdom	Metazoa	127	69	54.3300	2	2	0	0	100	0	0	49	49	0	0	100	0	0	Light-Shared
OG0007293	123	92	703.18	Acropora_nasuta_SLJPv1___s0010.g75.t1	1203	119	yes	clade	Opisthokonta	129	92	71.3100	0	0	0	0	NA	NA	NA	28	26	2	0	92.8571	7.14286	0	Light-Shared
OG0007393	121	94	117.30	Pachyseris_speciosa_OIAUv0.12___0.1.m1.36438.m1	277	121	yes	clade	Opisthokonta	129	94	72.8600	0	0	0	0	NA	NA	NA	26	26	0	0	100	0	0	Light-Shared
OG0007493	119	70	425.34	Pocillopora_acuta_KBHIv2___TS.g18866.t3	733	111	yes	kingdom	Metazoa	127	70	55.1100	2	0	2	0	0	100	0	48	42	6	0	87.5	12.5	0	Light-Shared
OG0007593	117	93	226.55	Galaxea_fascicularis_REEFv1___m1.3229.m1	377	115	yes	kingdom	Metazoa	127	93	73.2200	2	0	2	0	0	100	0	25	21	4	0	84	16	0	Light-Shared
OG0007693	115	89	323.20	Dynamena_pumila_WSRUv1___GHMC01069775.1.p1	366	112	yes	kingdom	Metazoa	127	89	70.0700	2	2	0	0	100	0	0	29	27	2	0	93.1034	6.89655	0	Light-Shared
OG0007893	110	82	402.48	Scolanthus_callimorphus_CRFRv1___12092.1	705	104	yes	clade	Opisthokonta	129	82	63.5600	0	0	0	0	NA	NA	NA	38	38	0	0	100	0	0	Light-Shared
OG0007993	108	47	348.86	Seriatopora_hystrix_REEFv1___84441	507	105	yes	kingdom	Metazoa	127	47	37.0000	2	2	0	0	100	0	0	71	69	2	0	97.1831	2.8169	0	Light-Shared
OG0008093	106	83	308.57	Gorgonia_ventalina_LRPRv1___GV_1138.p1	377	106	yes	phylum	Cnidaria	118	83	70.3300	11	3	8	0	27.2727	72.7273	0	26	23	3	0	88.4615	11.5385	0	Light-Shared
OG0008193	104	89	183.75	Podocoryna_carnea_NANAv1___GBEH01160327.1.p1	114	104	yes	clade1	Eumetazoa	123	89	72.3500	6	0	6	0	0	100	0	25	16	7	2	64	28	8	Light-Shared
OG0008293	101	32	531.65	Actinia_equina_RHUKv1___evm.utg1302.27	215	99	yes	class	Anthozoa	82	32	39.0200	42	0	26	16	0	61.9048	38.0952	46	18	28	0	39.1304	60.8696	0	Light-Shared
OG0008393	99	88	301.73	Renilla_muelleri_FLUSv1___g7941.t1	201	99	yes	phylum	Cnidaria	118	88	74.5700	11	11	0	0	100	0	0	21	21	0	0	100	0	0	Light-Shared
OG0008493	97	72	185.38	Pocillopora_verrucosa_RSSAv1___g1655.t1	446	97	yes	phylum	Cnidaria	118	72	61.0100	11	11	0	0	100	0	0	37	37	0	0	100	0	0	Light-Shared
OG0008593	94	81	270.76	Amplexidiscus_fenestrafer_MSMEv1___evm.model.scaffold_458.8	410	94	yes	phylum	Cnidaria	118	81	68.6400	11	7	4	0	63.6364	36.3636	0	28	26	2	0	92.8571	7.14286	0	Light-Shared
OG0008693	92	79	374.60	Mnemiopsis_leidyi_WHUSv2.2___ML05296a	1269	88	yes	kingdom	Metazoa	127	79	62.2000	2	2	0	0	100	0	0	39	38	1	0	97.4359	2.5641	0	Light-Shared
OG0008793	89	78	184.83	Palythoa_variabilis_PCBRv1___GCVI01005658.1.p1	200	89	yes	clade	Opisthokonta	129	78	60.4600	0	0	0	0	NA	NA	NA	42	42	0	0	100	0	0	Light-Shared
OG0008993	85	69	118.68	Xenia_sp_CTEAv1___Xe_018718-T1	96	85	yes	kingdom	Metazoa	127	69	54.3300	2	1	1	0	50	50	0	49	47	2	0	95.9184	4.08163	0	Light-Shared
OG0009093	83	71	109.33	Xestospongia_testudinaria_RSSAv1___maker-XT_scaffold5203-augustus-gene-0.33-mRNA-1	93	83	yes	kingdom	Metazoa	127	71	55.9000	2	0	2	0	0	100	0	47	1	44	2	2.12766	93.617	4.25532	Light-Shared
OG0009193	81	12	666.17	Pocillopora_meandrina_KBHIv1___RNAseq.g13360.t1	2109	72	yes	order	Scleractinia	61	12	19.6700	61	0	0	61	0	0	100	47	0	0	47	0	0	100	Light-Shared
OG0009293	78	66	318.62	Stylophora_pistillata_GAJOv1___4214	1777	78	yes	class	Anthozoa	82	66	80.4800	42	1	39	2	2.38095	92.8571	4.7619	12	11	1	0	91.6667	8.33333	0	Light-Shared
OG0009493	74	57	266.54	Salpingoeca_rosetta_HIUSv1___XP_004998309.1	256	72	yes	clade	Opisthokonta	129	57	44.1800	0	0	0	0	NA	NA	NA	63	61	2	0	96.8254	3.1746	0	Light-Shared
OG0009593	72	67	144.07	Pseudodiploria_strigosa_REEFv1___27931	164	72	yes	clade	Opisthokonta	129	67	51.9300	0	0	0	0	NA	NA	NA	53	51	2	0	96.2264	3.77358	0	Light-Shared
OG0009693	70	66	282.14	Scolanthus_callimorphus_CRFRv1___18818.1	149	66	yes	clade	Opisthokonta	129	66	51.1600	0	0	0	0	NA	NA	NA	54	40	14	0	74.0741	25.9259	0	Light-Shared
OG0009793	68	61	148.34	Exaiptasia_diaphana_CC7v1___AIPGENE11863	133	65	yes	clade1	Eumetazoa	123	61	49.5900	6	0	0	6	0	0	100	53	17	29	7	32.0755	54.717	13.2075	Light-Shared
OG0009993	65	60	207.03	Acropora_tenuis_SLJPv1___s0013.g34.t1	219	63	yes	class	Anthozoa	82	60	73.1700	42	1	30	11	2.38095	71.4286	26.1905	18	15	3	0	83.3333	16.6667	0	Light-Restricted
OG0010093	63	57	285.43	Stylissa_carteri_RSSAv1___maker-SC_scaffold35157-snap-gene-0.12-mRNA-1	299	59	yes	kingdom	Metazoa	127	57	44.8800	2	0	2	0	0	100	0	61	11	45	5	18.0328	73.7705	8.19672	Light-Shared
OG0010293	60	59	129.48	Scolanthus_callimorphus_CRFRv1___4391.1	140	59	yes	phylum	Cnidaria	118	59	50.0000	11	0	0	11	0	0	100	50	8	12	30	16	24	60	Dark-Restricted
OG0010393	58	57	244.28	Exaiptasia_diaphana_CC7v1___AIPGENE24787	475	58	yes	subclass	Hexacorallia	73	57	78.0800	50	35	11	4	70	22	8	13	13	0	0	100	0	0	Light-Shared
OG0010693	54	51	198.39	Stylophora_pistillata_GAJOv1___4994	215	54	yes	subclass	Hexacorallia	73	51	69.8600	50	1	9	40	2	18	80	19	19	0	0	100	0	0	Light-Restricted
OG0010793	53	27	218.98	Rhodactis_indosinensis_NATWv1___GELO01063808.1.p1	465	43	yes	subclass	Hexacorallia	73	27	36.9800	50	0	50	0	0	100	0	43	38	5	0	88.3721	11.6279	0	Light-Shared
OG0010893	52	37	600.10	Stylophora_pistillata_GAJOv1___10928	1523	51	yes	clade	Opisthokonta	129	37	28.6800	0	0	0	0	NA	NA	NA	83	50	33	0	60.241	39.759	0	Light-Shared
OG0010993	50	49	246.30	Rhodactis_indosinensis_NATWv1___GELO01059220.1.p1	250	50	yes	subclass	Hexacorallia	73	49	67.1200	50	1	37	12	2	74	24	21	21	0	0	100	0	0	Dark-Restricted
OG0011193	48	47	121.35	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript24027_f35p0_617_m.102	125	48	yes	subclass	Hexacorallia	73	47	64.3800	50	10	38	2	20	76	4	23	23	0	0	100	0	0	Dark-Restricted
OG0011293	47	44	318.06	Trichoplax_adhaerens_RSSAv1___gw1.26.74.1	132	46	yes	kingdom	Metazoa	127	44	34.6400	2	0	2	0	0	100	0	74	13	61	0	17.5676	82.4324	0	Light-Shared
OG0011493	45	32	191.44	Velella_velella_OKJPv1___GHAZ01095043.1.p1	207	45	yes	kingdom	Metazoa	127	32	25.1900	2	0	2	0	0	100	0	86	80	6	0	93.0233	6.97674	0	Light-Shared
OG0011593	44	6	418.75	Plexaura_kukenthali_PRUSv1___TR27632_c2_g2_i1.p1	461	44	yes	order	Alcyonacea	7	6	85.7100	113	1	112	0	0.884956	99.115	0	1	1	0	0	100	0	0	Light-Shared
OG0011693	43	7	285.49	Gorgonia_ventalina_LRPRv1___GV_70656.p1	306	33	yes	subclass	Octocorallia	9	7	77.7700	112	0	112	0	0	100	0	1	1	0	0	100	0	0	Light-Shared
OG0011993	40	22	202.88	Physalia_physalis_OKJPv1___GHBB01019838.1.p1	217	40	yes	phylum	Cnidaria	118	22	18.6400	11	0	11	0	0	100	0	87	21	64	2	24.1379	73.5632	2.29885	Light-Shared
OG0012193	38	14	93.92	Xestospongia_testudinaria_RSSAv1___maker-XT_scaffold50634-exonerate_protein2genome-gene-0.57-mRNA-1	90	38	yes	clade	Opisthokonta	129	14	10.8500	0	0	0	0	NA	NA	NA	106	1	105	0	0.943396	99.0566	0	Light-Shared
OG0012493	36	15	491.56	Corallium_rubrum_MRFRv1___Contig_46459.p1	759	36	yes	phylum	Cnidaria	118	15	12.7100	11	0	11	0	0	100	0	94	29	63	2	30.8511	67.0213	2.12766	Light-Shared
OG0012593	35	20	484.54	Physalia_physalis_OKJPv1___GHBB01013293.1.p1	168	18	yes	phylum	Cnidaria	118	20	16.9400	11	0	0	11	0	0	100	89	0	0	89	0	0	100	Light-Shared
OG0012793	34	28	279.74	Porites_rus_NAIDv1___7981_t	330	34	yes	subclass	Hexacorallia	73	28	38.3500	50	0	44	6	0	88	12	42	38	4	0	90.4762	9.52381	0	Light-Shared
OG0012893	33	29	227.73	Corynactis_australis_JBAUv1___GELM01045187.1.p1	298	28	yes	kingdom	Metazoa	127	29	22.8300	2	0	0	2	0	0	100	89	43	19	27	48.3146	21.3483	30.3371	Light-Shared
OG0013093	32	6	152.72	Dendronephthya_gigantea_SJKRv1___XP_028405136.1	224	32	yes	order	Alcyonacea	7	6	85.7100	113	0	1	112	0	0.884956	99.115	1	0	1	0	0	100	0	Light-Restricted
OG0013393	30	29	225.90	Pocillopora_damicornis_SIPAv1___00014861-RA	291	30	yes	subclass	Hexacorallia	73	29	39.7200	50	0	1	49	0	2	98	41	36	5	0	87.8049	12.1951	0	Dark-Restricted
OG0013793	28	27	254.00	Porites_rus_NAIDv1___462_t	269	28	yes	subclass	Hexacorallia	73	27	36.9800	50	1	38	11	2	76	22	43	43	0	0	100	0	0	Light-Shared
OG0014493	25	16	256.16	Velella_velella_OKJPv1___GHAZ01090110.1.p1	260	25	yes	subclass	Hydroidolina	16	16	100.0000	104	104	0	0	100	0	0	0	0	0	0	NA	NA	NA	Light-Shared
OG0014993	23	23	261.52	Ricordea_yuma_NAAUv1___GELN01016097.1.p1	212	15	yes	subclass	Hexacorallia	73	23	31.5000	50	0	1	49	0	2	98	47	41	6	0	87.234	12.766	0	Light-Restricted
OG0015093	23	11	360.48	Millepora_sp_RR-2016_PRUSv1___GFGV01404538.1.p1	333	19	yes	phylum	Cnidaria	118	11	9.3200	11	11	0	0	100	0	0	98	98	0	0	100	0	0	Light-Shared
OG0015193	23	3	398.30	Hydra_viridissima_99AUv1___scaffold25.g66.t1	463	23	yes	genus	Hydra	3	3	100.0000	117	0	117	0	0	100	0	0	0	0	0	NA	NA	NA	Light-Shared
OG0015493	22	11	299.68	Stylophora_pistillata_GAJOv1___21355	583	22	yes	kingdom	Metazoa	127	11	8.6600	2	0	2	0	0	100	0	107	0	107	0	0	100	0	Light-Shared
OG0015893	21	10	450.38	Hydra_oligactis_GNCHv1___GHUC01011403.1.p1	359	17	yes	order	Anthoathecata	13	10	76.9200	107	0	60	47	0	56.0748	43.9252	3	0	3	0	0	100	0	Light-Restricted
OG0017193	18	15	148.72	Physalia_physalis_OKJPv1___GHBB01023322.1.p1	155	14	yes	phylum	Cnidaria	118	15	12.7100	11	0	0	11	0	0	100	94	4	7	83	4.25532	7.44681	88.2979	Dark-Restricted
OG0018393	16	3	95.44	Xenia_sp_CTEAv1___Xe_011229-T1	144	16	yes	class	Anthozoa	82	3	3.6500	42	0	35	7	0	83.3333	16.6667	75	5	70	0	6.66667	93.3333	0	Dark-Shared
OG0018593	16	8	696.25	Plexaura_homomalla_PRUSv1___TR3071_c0_g1_i1.p1	1181	16	yes	subclass	Octocorallia	9	8	88.8800	112	0	97	15	0	86.6071	13.3929	0	0	0	0	NA	NA	NA	Light-Shared
OG0018993	16	3	327.50	Hydra_vulgaris_MIJPv3___XP_047128962.1	623	16	yes	genus	Hydra	3	3	100.0000	117	0	117	0	0	100	0	0	0	0	0	NA	NA	NA	Light-Shared
OG0019493	15	11	338.27	Millepora_sp_RR-2016_PRUSv1___GFGV01132106.1.p1	435	15	yes	subclass	Hydroidolina	16	11	68.7500	104	0	5	99	0	4.80769	95.1923	5	0	5	0	0	100	0	Light-Shared
OG0020193	14	11	383.64	Paramuricea_clavata_CTESv1___078299P2	537	14	yes	class	Anthozoa	82	11	13.4100	42	0	42	0	0	100	0	67	1	66	0	1.49254	98.5075	0	Dark-Restricted
OG0020493	14	8	229.57	Plexaura_homomalla_PRUSv1___TR18313_c0_g1_i6.p1	240	14	yes	subclass	Octocorallia	9	8	88.8800	112	99	13	0	88.3929	11.6071	0	0	0	0	0	NA	NA	NA	Light-Restricted
OG0021593	13	9	391.54	Cassiopea_xamachana_T1-Av2___g28413.t1	333	10	yes	kingdom	Metazoa	127	9	7.0800	2	0	2	0	0	100	0	109	106	3	0	97.2477	2.75229	0	Light-Shared
OG0021693	13	12	187.69	Hydra_vulgaris_MIJPv3___XP_047136833.1	226	13	yes	subclass	Hydroidolina	16	12	75.0000	104	0	0	104	0	0	100	4	3	1	0	75	25	0	Light-Shared
OG0023093	12	5	337.75	Stylissa_carteri_RSSAv1___snap_masked-SC_scaffold42228-processed-gene-0.790-mRNA-1	1260	11	yes	kingdom	Metazoa	127	5	3.9300	2	2	0	0	100	0	0	113	107	6	0	94.6903	5.30973	0	Light-Shared
OG0028293	10	8	129.60	Renilla_muelleri_FLUSv1___g15555.t1	132	10	yes	subclass	Octocorallia	9	8	88.8800	112	0	49	63	0	43.75	56.25	0	0	0	0	NA	NA	NA	Dark-Restricted
OG0032193	9	8	289.22	Xenia_sp_CTEAv1___Xe_000505-T1	589	9	yes	subclass	Octocorallia	9	8	88.8800	112	0	0	112	0	0	100	0	0	0	0	NA	NA	NA	Light-Restricted
OG0035793	9	3	384.44	Hydra_viridissima_99AUv1___scaffold13.g28.t1	879	9	yes	genus	Hydra	3	3	100.0000	117	0	115	2	0	98.2906	1.7094	0	0	0	0	NA	NA	NA	Light-Shared
OG0035893	9	9	168.67	Stylophora_pistillata_GAJOv1___21052	130	9	yes	subfamily	NA	127	9	7.0800	2	0	0	2	0	0	100	109	2	0	107	1.83486	0	98.1651	Dark-Restricted
OG0052493	6	4	374.83	Cassiopea_xamachana_T1-Av2___g18155.t1	373	6	yes	kingdom	Metazoa	127	4	3.1400	2	0	2	0	0	100	0	114	5	109	0	4.38596	95.614	0	Light-Shared
OG0052693	6	6	133.50	Paramuricea_clavata_CTESv1___042144P1	137	6	yes	order	Alcyonacea	7	6	85.7100	113	1	112	0	0.884956	99.115	0	1	1	0	0	100	0	0	Dark-Restricted
OG0055593	6	3	137.67	Paramuricea_clavata_CTESv1___046680P1	67	6	yes	phylum	Cnidaria	118	3	2.5400	11	0	0	11	0	0	100	106	7	35	64	6.60377	33.0189	60.3774	Light-Shared
OG0058693	5	4	266.20	Nematostella_vectensis_RRUSv1___NVEC200_008457_1.1	298	5	yes	suborder	NA	37	4	10.8100	86	0	1	85	0	1.16279	98.8372	30	1	0	29	3.33333	0	96.6667	Light-Restricted
OG0059593	5	5	1183.20	Calvadosia_cruxmelitensis_CRGBv3.2___g39.t1	1170	3	yes	kingdom	Metazoa	127	5	3.9300	2	0	2	0	0	100	0	113	5	108	0	4.42478	95.5752	0	Light-Shared
OG0060393	5	5	328.40	Xenia_sp_CTEAv1___Xe_011938-T1	177	5	yes	order	Alcyonacea	7	5	71.4200	113	0	0	113	0	0	100	2	1	1	0	50	50	0	Light-Shared
OG0062493	5	3	374.20	Hydra_viridissima_99AUv1___scaffold46.g22.t1	462	5	yes	genus	Hydra	3	3	100.0000	117	0	106	11	0	90.5983	9.40171	0	0	0	0	NA	NA	NA	Light-Shared
OG0062593	5	2	216.80	Hydra_vulgaris_MIJPv3___XP_047126166.1	280	5	yes	genus	Hydra	3	2	66.6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0065393	5	4	121.80	Stylophora_pistillata_GAJOv1___10049	140	5	yes	subfamily	NA	127	4	3.1400	2	0	1	1	0	50	50	114	6	17	91	5.26316	14.9123	79.8246	Dark-Restricted
OG0071393	4	4	295.75	Madracis_auretenra_REEFv1___50296	158	4	yes	phylum	Cnidaria	118	4	3.3800	11	0	3	8	0	27.2727	72.7273	105	71	29	5	67.619	27.619	4.7619	Light-Shared
OG0075893	4	4	141.50	Pocillopora_acuta_KBHIv2___TS.g570.t1	159	3	yes	subfamily	NA	127	4	3.1400	2	0	2	0	0	100	0	114	5	109	0	4.38596	95.614	0	Light-Restricted
OG0077093	4	1	1036.25	Stylophora_pistillata_GAJOv1___21950	289	4	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0083593	3	3	129.33	Montastraea_cavernosa_REEFv1___70223	108	2	yes	phylum	Cnidaria	118	3	2.5400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0085993	3	3	206.33	Hydra_vulgaris_MIJPv3___XP_047140332.1	213	3	yes	genus	Hydra	3	3	100.0000	117	0	1	116	0	0.854701	99.1453	0	0	0	0	NA	NA	NA	Dark-Restricted
OG0086093	3	3	136.67	Hydra_oligactis_GNCHv1___GHUC01018350.1.p1	136	3	yes	genus	Hydra	3	3	100.0000	117	112	5	0	95.7265	4.2735	0	0	0	0	0	NA	NA	NA	Dark-Restricted
OG0086293	3	1	161.00	Hydra_vulgaris_MIJPv3___XP_047139645.1	157	3	yes	tax_id	6087	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0091193	3	2	99.67	Scolanthus_callimorphus_CRFRv1___16024.1	113	3	yes	subfamily	NA	127	2	1.5700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0091593	3	2	149.67	Xenia_sp_CTEAv1___Xe_013263-T1	165	2	yes	order	Alcyonacea	7	2	28.5700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0095693	3	1	204.33	Xenia_sp_CTEAv1___Xe_000940-T1	145	3	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0112593	2	2	233.00	Hydra_vulgaris_MIJPv3___XP_012556275.2	213	2	yes	genus	Hydra	3	2	66.6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0112993	2	2	102.50	Hydra_vulgaris_MIJPv3___XP_047132716.1	126	2	yes	order	Anthoathecata	13	2	15.3800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Shared
OG0132093	2	2	96.50	Xenia_sp_CTEAv1___Xe_012136-T1	89	2	yes	subclass	Octocorallia	9	2	22.2200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0137093	2	1	124.00	Xenia_sp_CTEAv1___Xe_006979-T1	122	2	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
